i,j,value
31,24,0.870089
31,25,0.867092
31,26,0.863526
31,27,0.859626
31,28,0.855595
31,29,0.851599
31,30,0.847775
31,31,0.844233
31,32,0.841062
31,33,0.838336
31,34,0.836112
31,35,0.834437
31,36,0.83335
31,37,0.832884
31,38,0.833063
31,39,0.834851
31,40,0.83969
31,41,0.845135
31,42,0.851154
31,43,0.857712
31,44,0.864774
31,45,0.872299
31,46,0.880247
31,47,0.888573
31,48,0.897234
31,49,0.906179
31,50,0.915359
31,51,0.924716
31,52,0.934187
31,53,0.943694
31,54,0.953134
31,55,0.962347
31,56,0.971033
31,57,0.978523
31,58,0.98322
31,59,0.982865
31,60,0.977922
31,61,0.970849
31,62,0.963065
31,63,0.955152
31,64,0.947379
31,65,0.939891
31,66,0.93279
31,67,0.926151
31,68,0.920037
31,69,0.915163
31,70,0.912045
31,71,0.9097
31,72,0.908129
31,73,0.907396
31,74,0.907546
31,75,0.908419
31,76,0.910003
31,77,0.912284
31,78,0.915247
31,79,0.918869
31,80,0.92312
31,81,0.927951
31,82,0.93329
31,83,0.939017
31,84,0.944966
31,85,0.950852
31,86,0.956005
31,87,0.959527
31,88,0.960304
31,89,0.957507
31,90,0.951126
31,91,0.941779
31,92,0.93016
31,93,0.91678
31,94,0.901969
31,95,0.885928
31,96,0.868785
31,97,0.850622
31,98,0.831493
31,99,0.811435
32,0,0.558673
32,1,0.576898
32,2,0.594934
32,3,0.612757
32,4,0.630335
32,5,0.647631
32,6,0.664602
32,7,0.681196
32,8,0.697352
32,9,0.714153
32,10,0.735737
32,11,0.75578
32,12,0.774244
32,13,0.791083
32,14,0.806241
32,15,0.819654
32,16,0.831263
32,17,0.841016
32,18,0.844888
32,19,0.850966
32,20,0.855255
32,21,0.857869
32,22,0.858979
32,23,0.858798
32,24,0.857563
32,25,0.855518
32,26,0.852895
32,27,0.849904
32,28,0.846732
32,29,0.843538
32,30,0.840456
32,31,0.837598
32,32,0.835056
32,33,0.832907
32,34,0.831214
32,35,0.83003
32,36,0.829397
32,37,0.829352
32,38,0.829926
32,39,0.831837
32,40,0.837071
32,41,0.84288
32,42,0.849239
32,43,0.856117
32,44,0.86348
32,45,0.871294
32,46,0.879521
32,47,0.888123
32,48,0.897058
32,49,0.906285
32,50,0.915761
32,51,0.92544
32,52,0.935277
32,53,0.94522
32,54,0.955214
32,55,0.96519
32,56,0.975042
32,57,0.984508
32,58,0.99226
32,59,0.991278
32,60,0.983316
32,61,0.97444
32,62,0.965586
32,63,0.956965
32,64,0.948676
32,65,0.940784
32,66,0.933346
32,67,0.92641
32,68,0.920024
32,69,0.915941
32,70,0.912927
32,71,0.910666
32,72,0.909141
32,73,0.908336
32,74,0.908234
32,75,0.90882
32,76,0.910075
32,77,0.911976
32,78,0.914497
32,79,0.917603
32,80,0.921245
32,81,0.925357
32,82,0.929835
32,83,0.934531
32,84,0.939213
32,85,0.943536
32,86,0.946996
32,87,0.948931
32,88,0.948623
32,89,0.945539
32,90,0.939666
32,91,0.931296
32,92,0.920697
32,93,0.908244
32,94,0.894227
32,95,0.878855
32,96,0.862273
32,97,0.844583
32,98,0.825855
32,99,0.806141
33,0,0.549765
33,1,0.567614
33,2,0.585247
33,3,0.602634
33,4,0.619744
33,5,0.636856
33,6,0.655303
33,7,0.673019
33,8,0.689966
33,9,0.706621
33,10,0.72747
33,11,0.746788
33,12,0.764549
33,13,0.780722
33,14,0.795269
33,15,0.808153
33,16,0.81934
33,17,0.82881
33,18,0.828687
33,19,0.834952
33,20,0.839598
33,21,0.842733
33,22,0.844503
33,23,0.845089
33,24,0.844692
33,25,0.843517
33,26,0.841766
33,27,0.839628
33,28,0.837273
33,29,0.83485
33,30,0.832489
33,31,0.8303
33,32,0.828377
33,33,0.826799
33,34,0.825632
33,35,0.824933
33,36,0.824747
33,37,0.825114
33,38,0.826068
33,39,0.82801
33,40,0.833631
33,41,0.839795
33,42,0.846478
33,43,0.853653
33,44,0.861291
33,45,0.869358
33,46,0.877821
33,47,0.886643
33,48,0.895785
33,49,0.905208
33,50,0.914871
33,51,0.924733
33,52,0.934751
33,53,0.94488
33,54,0.955074
33,55,0.965284
33,56,0.975449
33,57,0.985465
33,58,0.994754
33,59,0.99332
33,60,0.984115
33,61,0.97476
33,62,0.965618
33,63,0.956779
33,64,0.948302
33,65,0.940235
33,66,0.932624
33,67,0.925514
33,68,0.918948
33,69,0.916729
33,70,0.913622
33,71,0.911239
33,72,0.90956
33,73,0.908565
33,74,0.908234
33,75,0.908544
33,76,0.909471
33,77,0.910986
33,78,0.913052
33,79,0.915625
33,80,0.918641
33,81,0.922017
33,82,0.925637
33,83,0.929333
33,84,0.932875
33,85,0.935946
33,86,0.938133
33,87,0.938947
33,88,0.937901
33,89,0.934623
33,90,0.928949
33,91,0.920919
33,92,0.910701
33,93,0.898498
33,94,0.8851
33,95,0.870368
33,96,0.854349
33,97,0.837149
33,98,0.818849
33,99,0.799507
34,0,0.540142
34,1,0.557602
34,2,0.574819
34,3,0.594646
34,4,0.613796
34,5,0.632239
34,6,0.649953
34,7,0.666905
34,8,0.683059
34,9,0.698807
34,10,0.718992
34,11,0.737666
34,12,0.754815
34,13,0.770419
34,14,0.784459
34,15,0.796917
34,16,0.80778
34,17,0.817049
34,18,0.812327
34,19,0.818815
34,20,0.823826
34,21,0.827457
34,22,0.82984
34,23,0.831129
34,24,0.831497
34,25,0.831122
34,26,0.830181
34,27,0.828841
34,28,0.827259
34,29,0.825572
34,30,0.823906
34,31,0.822367
34,32,0.821048
34,33,0.820028
34,34,0.819376
34,35,0.81915
34,36,0.819399
34,37,0.820165
34,38,0.821483
34,39,0.823385
34,40,0.82935
34,41,0.835855
34,42,0.842844
34,43,0.850294
34,44,0.858176
34,45,0.86646
34,46,0.875111
34,47,0.884094
34,48,0.893371
34,49,0.9029
34,50,0.912636
34,51,0.922533
34,52,0.932536
34,53,0.942581
34,54,0.952586
34,55,0.962424
34,56,0.971856
34,57,0.980291
34,58,0.985947
34,59,0.985433
34,60,0.979453
34,61,0.971474
34,62,0.962983
34,63,0.954479
34,64,0.946172
34,65,0.938176
34,66,0.930572
34,67,0.923419
34,68,0.916769
34,69,0.916628
34,70,0.913506
34,71,0.911062
34,72,0.909275
34,73,0.908125
34,74,0.907589
34,75,0.907642
34,76,0.908252
34,77,0.909387
34,78,0.911002
34,79,0.913044
34,80,0.91544
34,81,0.918099
34,82,0.920895
34,83,0.923663
34,84,0.926185
34,85,0.928184
34,86,0.929325
34,87,0.929241
34,88,0.927576
34,89,0.924048
34,90,0.9185
34,91,0.910897
34,92,0.901303
34,93,0.889827
34,94,0.876587
34,95,0.860692
34,96,0.845199
34,97,0.828475
34,98,0.810601
34,99,0.791641
35,0,0.531392
35,1,0.551994
35,2,0.571908
35,3,0.591125
35,4,0.609629
35,5,0.627401
35,6,0.644417
35,7,0.66065
35,8,0.676061
35,9,0.690828
35,10,0.71042
35,11,0.728526
35,12,0.745143
35,13,0.760265
35,14,0.773884
35,15,0.786
35,16,0.796615
35,17,0.805746
35,18,0.795789
35,19,0.802527
35,20,0.807905
35,21,0.812014
35,22,0.814971
35,23,0.816912
35,24,0.817987
35,25,0.818352
35,26,0.818163
35,27,0.817571
35,28,0.816718
35,29,0.815732
35,30,0.814731
35,31,0.813818
35,32,0.813082
35,33,0.812604
35,34,0.812452
35,35,0.812685
35,36,0.813353
35,37,0.8145
35,38,0.816163
35,39,0.818375
35,40,0.824205
35,41,0.831036
35,42,0.838313
35,43,0.846012
35,44,0.854108
35,45,0.862569
35,46,0.871363
35,47,0.880451
35,48,0.889792
35,49,0.899339
35,50,0.909041
35,51,0.918837
35,52,0.928651
35,53,0.938387
35,54,0.947905
35,55,0.956983
35,56,0.965229
35,57,0.971907
35,58,0.975764
35,59,0.975582
35,60,0.971623
35,61,0.965348
35,62,0.957976
35,63,0.950183
35,64,0.942328
35,65,0.934616
35,66,0.927177
35,67,0.920102
35,68,0.913858
35,69,0.915684
35,70,0.91262
35,71,0.910173
35,72,0.908326
35,73,0.907058
35,74,0.906346
35,75,0.906163
35,76,0.906476
35,77,0.907246
35,78,0.908425
35,79,0.909953
35,80,0.911755
35,81,0.913733
35,82,0.915763
35,83,0.917687
35,84,0.919307
35,85,0.920387
35,86,0.920654
35,87,0.91982
35,88,0.917614
35,89,0.91381
35,90,0.908262
35,91,0.900903
35,92,0.891736
35,93,0.880807
35,94,0.863692
35,95,0.850014
35,96,0.834988
35,97,0.818703
35,98,0.801234
35,99,0.782645
36,0,0.529389
36,1,0.549444
36,2,0.568788
36,3,0.587413
36,4,0.605302
36,5,0.622439
36,6,0.6388
36,7,0.654358
36,8,0.66908
36,9,0.682927
36,10,0.701848
36,11,0.719457
36,12,0.735615
36,13,0.750328
36,14,0.763599
36,15,0.77544
36,16,0.785866
36,17,0.794904
36,18,0.779052
36,19,0.786059
36,20,0.791805
36,21,0.796375
36,22,0.799875
36,23,0.802424
36,24,0.804157
36,25,0.80521
36,26,0.805723
36,27,0.805833
36,28,0.805667
36,29,0.805346
36,30,0.804978
36,31,0.804664
36,32,0.804489
36,33,0.804533
36,34,0.804861
36,35,0.805534
36,36,0.806603
36,37,0.808112
36,38,0.810098
36,39,0.812594
36,40,0.81817
36,41,0.825313
36,42,0.832857
36,43,0.840781
36,44,0.849061
36,45,0.857665
36,46,0.866557
36,47,0.875697
36,48,0.885039
36,49,0.894529
36,50,0.904106
36,51,0.913693
36,52,0.923192
36,53,0.932474
36,54,0.941356
36,55,0.949566
36,56,0.956685
36,57,0.962103
36,58,0.965078
36,59,0.965087
36,60,0.962268
36,61,0.957336
36,62,0.951093
36,63,0.944149
36,64,0.936903
36,65,0.929618
36,66,0.922465
36,67,0.915568
36,68,0.909896
36,69,0.905642
36,70,0.911014
36,71,0.908618
36,72,0.906753
36,73,0.905404
36,74,0.904547
36,75,0.904155
36,76,0.904194
36,77,0.904622
36,78,0.905389
36,79,0.906434
36,80,0.907677
36,81,0.909023
36,82,0.910352
36,83,0.911518
36,84,0.912345
36,85,0.91263
36,86,0.912151
36,87,0.910675
36,88,0.907985
36,89,0.903895
36,90,0.89827
36,91,0.891029
36,92,0.882142
36,93,0.871613
36,94,0.851763
36,95,0.838479
36,96,0.823851
36,97,0.807954
36,98,0.790857
36,99,0.772616
37,0,0.527194
37,1,0.546725
37,2,0.565528
37,3,0.583592
37,4,0.600902
37,5,0.617442
37,6,0.63319
37,7,0.648122
37,8,0.662209
37,9,0.675415
37,10,0.693359
37,11,0.710532
37,12,0.726295
37,13,0.740661
37,14,0.753644
37,15,0.765265
37,16,0.775547
37,17,0.784524
37,18,0.762092
37,19,0.769383
37,20,0.775496
37,21,0.780512
37,22,0.784526
37,23,0.787648
37,24,0.789996
37,25,0.791692
37,26,0.792863
37,27,0.79363
37,28,0.794112
37,29,0.794419
37,30,0.794654
37,31,0.79491
37,32,0.795272
37,33,0.795814
37,34,0.796602
37,35,0.797695
37,36,0.799144
37,37,0.800992
37,38,0.803277
37,39,0.806032
37,40,0.811221
37,41,0.818659
37,42,0.826451
37,43,0.834578
37,44,0.843014
37,45,0.851726
37,46,0.860678
37,47,0.869825
37,48,0.879116
37,49,0.88849
37,50,0.897875
37,51,0.907179
37,52,0.91629
37,53,0.925056
37,54,0.933276
37,55,0.940673
37,56,0.946882
37,57,0.951453
37,58,0.953942
37,59,0.954092
37,60,0.951991
37,61,0.948043
37,62,0.942771
37,63,0.936654
37,64,0.930066
37,65,0.923278
37,66,0.916487
37,67,0.909837
37,68,0.904889
37,69,0.900804
37,70,0.90874
37,71,0.906441
37,72,0.904601
37,73,0.903205
37,74,0.902234
37,75,0.901662
37,76,0.901454
37,77,0.901569
37,78,0.901955
37,79,0.902551
37,80,0.903279
37,81,0.904047
37,82,0.904742
37,83,0.905231
37,84,0.90536
37,85,0.904954
37,86,0.903828
37,87,0.901791
37,88,0.898662
37,89,0.894285
37,90,0.888535
37,91,0.881327
37,92,0.87261
37,93,0.862365
37,94,0.839172
37,95,0.826196
37,96,0.811896
37,97,0.796333
37,98,0.779563
37,99,0.761639
38,0,0.524869
38,1,0.543907
38,2,0.5622
38,3,0.579736
38,4,0.596504
38,5,0.612488
38,6,0.627669
38,7,0.642024
38,8,0.655528
38,9,0.668151
38,10,0.685016
38,11,0.701809
38,12,0.717233
38,13,0.731306
38,14,0.744051
38,15,0.755494
38,16,0.765667
38,17,0.774607
38,18,0.744885
38,19,0.752469
38,20,0.758947
38,21,0.764395
38,22,0.768901
38,23,0.772563
38,24,0.775488
38,25,0.777788
38,26,0.779575
38,27,0.78096
38,28,0.782052
38,29,0.782954
38,30,0.783759
38,31,0.784558
38,32,0.785429
38,33,0.786445
38,34,0.787669
38,35,0.78916
38,36,0.790966
38,37,0.793131
38,38,0.795691
38,39,0.798678
38,40,0.803332
38,41,0.811048
38,42,0.819071
38,43,0.82738
38,44,0.835947
38,45,0.84474
38,46,0.853719
38,47,0.862837
38,48,0.872037
38,49,0.881252
38,50,0.890401
38,51,0.899385
38,52,0.908079
38,53,0.916327
38,54,0.923927
38,55,0.930631
38,56,0.93614
38,57,0.940132
38,58,0.942331
38,59,0.942597
38,60,0.940995
38,61,0.937776
38,62,0.933297
38,63,0.927922
38,64,0.921969
38,65,0.915695
38,66,0.9093
38,67,0.903126
38,68,0.898869
38,69,0.895005
38,70,0.905859
38,71,0.903696
38,72,0.901914
38,73,0.900504
38,74,0.89945
38,75,0.898727
38,76,0.898301
38,77,0.898134
38,78,0.898174
38,79,0.89836
38,80,0.89862
38,81,0.898864
38,82,0.89899
38,83,0.898878
38,84,0.898391
38,85,0.897381
38,86,0.895688
38,87,0.893153
38,88,0.889623
38,89,0.884962
38,90,0.879058
38,91,0.871822
38,92,0.863196
38,93,0.837399
38,94,0.825991
38,95,0.813246
38,96,0.799207
38,97,0.78392
38,98,0.767433
38,99,0.749789
39,0,0.522477
39,1,0.541052
39,2,0.558867
39,3,0.575913
39,4,0.592178
39,5,0.607648
39,6,0.622306
39,7,0.636134
39,8,0.649107
39,9,0.661202
39,10,0.676875
39,11,0.693339
39,12,0.70847
39,13,0.722295
39,14,0.734842
39,15,0.746142
39,16,0.756232
39,17,0.765153
39,18,0.727406
39,19,0.735289
39,20,0.742128
39,21,0.747995
39,22,0.752971
39,23,0.757145
39,24,0.760616
39,25,0.763483
39,26,0.765849
39,27,0.767816
39,28,0.769483
39,29,0.770945
39,30,0.77229
39,31,0.773601
39,32,0.774955
39,33,0.77642
39,34,0.778057
39,35,0.779922
39,36,0.782062
39,37,0.78452
39,38,0.78733
39,39,0.790522
39,40,0.794474
39,41,0.802457
39,42,0.810694
39,43,0.819166
39,44,0.827844
39,45,0.836695
39,46,0.845676
39,47,0.854738
39,48,0.86382
39,49,0.87285
39,50,0.881743
39,51,0.890394
39,52,0.898677
39,53,0.906438
39,54,0.913492
39,55,0.919625
39,56,0.9246
39,57,0.928187
39,58,0.930205
39,59,0.930573
39,60,0.92934
39,61,0.92668
39,62,0.922842
39,63,0.918106
39,64,0.912733
39,65,0.906955
39,66,0.900959
39,67,0.895769
39,68,0.891869
39,69,0.888264
39,70,0.902431
39,71,0.900433
39,72,0.89874
39,73,0.897345
39,74,0.896236
39,75,0.895392
39,76,0.89478
39,77,0.894363
39,78,0.894093
39,79,0.893911
39,80,0.893748
39,81,0.893523
39,82,0.893142
39,83,0.892495
39,84,0.891465
39,85,0.889921
39,86,0.887727
39,87,0.884746
39,88,0.880848
39,89,0.875912
39,90,0.869835
39,91,0.862531
39,92,0.853936
39,93,0.82356
39,94,0.812265
39,95,0.799684
39,96,0.785845
39,97,0.770782
39,98,0.754531
39,99,0.737128
40,0,0.520073
40,1,0.538217
40,2,0.555589
40,3,0.572182
40,4,0.587983
40,5,0.602982
40,6,0.617163
40,7,0.630511
40,8,0.643004
40,9,0.654624
40,10,0.668983
40,11,0.685161
40,12,0.700042
40,13,0.713657
40,14,0.726038
40,15,0.737222
40,16,0.747249
40,17,0.756161
40,18,0.709631
40,19,0.717815
40,20,0.725011
40,21,0.731284
40,22,0.73671
40,23,0.741372
40,24,0.745358
40,25,0.74876
40,26,0.751672
40,27,0.754186
40,28,0.756394
40,29,0.758384
40,30,0.760238
40,31,0.762034
40,32,0.763843
40,33,0.765731
40,34,0.767757
40,35,0.769972
40,36,0.772422
40,37,0.775148
40,38,0.778183
40,39,0.781555
40,40,0.785284
40,41,0.792858
40,42,0.801296
40,43,0.809915
40,44,0.818689
40,45,0.82758
40,46,0.836546
40,47,0.845534
40,48,0.855669
40,49,0.863317
40,50,0.871949
40,51,0.880275
40,52,0.888172
40,53,0.895496
40,54,0.902082
40,55,0.907751
40,56,0.912318
40,57,0.915614
40,58,0.917517
40,59,0.917976
40,60,0.917032
40,61,0.91481
40,62,0.911495
40,63,0.9073
40,64,0.902443
40,65,0.897121
40,66,0.891508
40,67,0.887448
40,68,0.883924
40,69,0.8806
40,70,0.898518
40,71,0.896709
40,72,0.895128
40,73,0.893774
40,74,0.892637
40,75,0.891699
40,76,0.890931
40,77,0.890298
40,78,0.889753
40,79,0.889244
40,80,0.888705
40,81,0.888062
40,82,0.887229
40,83,0.88611
40,84,0.884599
40,85,0.882582
40,86,0.879942
40,87,0.876561
40,88,0.872323
40,89,0.867122
40,90,0.860861
40,91,0.85346
40,92,0.844852
40,93,0.809261
40,94,0.798024
40,95,0.78555
40,96,0.771857
40,97,0.756967
40,98,0.740908
40,99,0.723708
41,0,0.517705
41,1,0.535453
41,2,0.552419
41,3,0.568595
41,4,0.583974
41,5,0.598544
41,6,0.612293
41,7,0.625207
41,8,0.63727
41,9,0.648464
41,10,0.66138
41,11,0.67731
41,12,0.691976
41,13,0.705413
41,14,0.717656
41,15,0.728745
41,16,0.738722
41,17,0.747632
41,18,0.691533
41,19,0.631363
41,20,0
41,21,0
41,22,0.720092
41,23,0.725218
41,24,0.729692
41,25,0.7336
41,26,0.737026
41,27,0.740056
41,28,0.742774
41,29,0.745261
41,30,0.747595
41,31,0.749847
41,32,0.752085
41,33,0.75437
41,34,0.756759
41,35,0.7593
41,36,0.762037
41,37,0.765007
41,38,0.768243
41,39,0.771769
41,40,0.775605
41,41,0.782227
41,42,0.790854
41,43,0.79961
41,44,0.808466
41,45,0.817386
41,46,0.826326
41,47,0.835232
41,48,0.847881
41,49,0.854548
41,50,0.861126
41,51,0.86908
41,52,0.876626
41,53,0.883567
41,54,0.88976
41,55,0.895055
41,56,0.899307
41,57,0.90239
41,58,0.904219
41,59,0.904761
41,60,0.90405
41,61,0.902181
41,62,0.899293
41,63,0.895557
41,64,0.891149
41,65,0.886238
41,66,0.881378
41,67,0.878208
41,68,0.875065
41,69,0.872035
41,70,0.869184
41,71,0.892578
41,72,0.891128
41,73,0.889837
41,74,0.888696
41,75,0.887691
41,76,0.886796
41,77,0.885978
41,78,0.885196
41,79,0.884399
41,80,0.883527
41,81,0.882514
41,82,0.881282
41,83,0.879743
41,84,0.877806
41,85,0.87537
41,86,0.872332
41,87,0.868588
41,88,0.864036
41,89,0.85858
41,90,0.852132
41,91,0.844615
41,92,0.804551
41,93,0.79451
41,94,0.783283
41,95,0.770869
41,96,0.757274
41,97,0.742513
41,98,0.726604
41,99,0.70957
42,0,0.51542
42,1,0.532805
42,2,0.549401
42,3,0.565201
42,4,0.580197
42,5,0.59438
42,6,0.607741
42,7,0.620267
42,8,0.631945
42,9,0.642762
42,10,0.654099
42,11,0.669816
42,12,0.684298
42,13,0.697583
42,14,0.709711
42,15,0.720722
42,16,0.730659
42,17,0.73957
42,18,0.673089
42,19,0.611179
42,20,0
42,21,0
42,22,0.703091
42,23,0.708659
42,24,0.713597
42,25,0.717982
42,26,0.721894
42,27,0.725409
42,28,0.728608
42,29,0.731563
42,30,0.734347
42,31,0.737028
42,32,0.739669
42,33,0.742326
42,34,0.745053
42,35,0.747896
42,36,0.750896
42,37,0.754088
42,38,0.757502
42,39,0.761159
42,40,0.765077
42,41,0.770539
42,42,0.779347
42,43,0.78823
42,44,0.797161
42,45,0.806102
42,46,0.815011
42,47,0.823833
42,48,0.839363
42,49,0.845537
42,50,0.851575
42,51,0.857379
42,52,0.864078
42,53,0.870688
42,54,0.876552
42,55,0.881546
42,56,0.885553
42,57,0.888479
42,58,0.890261
42,59,0.890879
42,60,0.890361
42,61,0.88878
42,62,0.886247
42,63,0.882898
42,64,0.878876
42,65,0.874327
42,66,0.870803
42,67,0.868087
42,68,0.865319
42,69,0.862587
42,70,0.859955
42,71,0.888095
42,72,0.886792
42,73,0.885581
42,74,0.884459
42,75,0.883411
42,76,0.882417
42,77,0.881445
42,78,0.880458
42,79,0.879411
42,80,0.878248
42,81,0.876909
42,82,0.875324
42,83,0.873416
42,84,0.871101
42,85,0.868291
42,86,0.864896
42,87,0.860823
42,88,0.85598
42,89,0.850281
42,90,0.843645
42,91,0.835997
42,92,0.789423
42,93,0.779303
42,94,0.76805
42,95,0.755654
42,96,0.742117
42,97,0.727444
42,98,0.711649
42,99,0.694746
43,0,0.513255
43,1,0.530315
43,2,0.546579
43,3,0.56204
43,4,0.576693
43,5,0.590532
43,6,0.603546
43,7,0.615728
43,8,0.627067
43,9,0.637552
43,10,0.64717
43,11,0.655909
43,12,0.663755
43,13,0.670696
43,14,0.676717
43,15,0.681806
43,16,0.685951
43,17,0.689144
43,18,0.589699
43,19,0.590994
43,20,0
43,21,0
43,22,0.685681
43,23,0.691672
43,24,0.69705
43,25,0.701887
43,26,0.706256
43,27,0.71023
43,28,0.71388
43,29,0.717276
43,30,0.720484
43,31,0.723567
43,32,0.726584
43,33,0.729588
43,34,0.73263
43,35,0.735752
43,36,0.738992
43,37,0.742383
43,38,0.745952
43,39,0.749719
43,40,0.753697
43,41,0.757895
43,42,0.76675
43,43,0.775755
43,44,0.784757
43,45,0.793718
43,46,0.818578
43,47,0.824389
43,48,0.830168
43,49,0.835851
43,50,0.841359
43,51,0.846602
43,52,0.851472
43,53,0.856875
43,54,0.862466
43,55,0.867216
43,56,0.871032
43,57,0.87384
43,58,0.875594
43,59,0.87628
43,60,0.875924
43,61,0.874582
43,62,0.872345
43,63,0.869322
43,64,0.865632
43,65,0.861456
43,66,0.859396
43,67,0.857112
43,68,0.85471
43,69,0.852272
43,70,0.849863
43,71,0.883316
43,72,0.882171
43,73,0.881056
43,74,0.879971
43,75,0.878903
43,76,0.877834
43,77,0.876737
43,78,0.875578
43,79,0.874315
43,80,0.8729
43,81,0.871276
43,82,0.86938
43,83,0.867145
43,84,0.864495
43,85,0.861353
43,86,0.857636
43,87,0.853263
43,88,0.848151
43,89,0.842221
43,90,0.835398
43,91,0.827609
43,92,0.773857
43,93,0.763633
43,94,0.752322
43,95,0.739913
43,96,0.726398
43,97,0.71178
43,98,0.696064
43,99,0.679262
44,0,0.511248
44,1,0.528018
44,2,0.543986
44,3,0.559148
44,4,0.573498
44,5,0.587032
44,6,0.599743
44,7,0.611624
44,8,0.622666
44,9,0.632861
44,10,0.6422
44,11,0.650673
44,12,0.65827
44,13,0.664981
44,14,0.670795
44,15,0.675705
44,16,0.6797
44,17,0.682774
44,18,0.569572
44,19,0.570807
44,20,0
44,21,0
44,22,0.667838
44,23,0.674231
44,24,0.680028
44,25,0.685294
44,26,0.690096
44,27,0.694501
44,28,0.698576
44,29,0.702386
44,30,0.705991
44,31,0.709451
44,32,0.712819
44,33,0.716147
44,34,0.719479
44,35,0.722857
44,36,0.726316
44,37,0.729885
44,38,0.733588
44,39,0.737444
44,40,0.741464
44,41,0.745653
44,42,0.75304
44,43,0.762165
44,44,0.771236
44,45,0.780218
44,46,0.809615
44,47,0.815012
44,48,0.82034
44,49,0.825535
44,50,0.830525
44,51,0.835225
44,52,0.83954
44,53,0.843364
44,54,0.847491
44,55,0.852044
44,56,0.855709
44,57,0.858429
44,58,0.860167
44,59,0.860916
44,60,0.860696
44,61,0.859555
44,62,0.857565
44,63,0.854817
44,64,0.851409
44,65,0.848783
44,66,0.847182
44,67,0.845308
44,68,0.843255
44,69,0.841104
44,70,0.838917
44,71,0.878295
44,72,0.877316
44,73,0.87631
44,74,0.875278
44,75,0.87421
44,76,0.873091
44,77,0.871896
44,78,0.870594
44,79,0.869148
44,80,0.867515
44,81,0.865642
44,82,0.863475
44,83,0.860952
44,84,0.858005
44,85,0.854565
44,86,0.850558
44,87,0.845911
44,88,0.840549
44,89,0.834399
44,90,0.827391
44,91,0.819456
44,92,0.757836
44,93,0.747488
44,94,0.736097
44,95,0.723646
44,96,0.710125
44,97,0.695531
44,98,0.679865
44,99,0.663134
45,0,0.509428
45,1,0.525944
45,2,0.541654
45,3,0.556555
45,4,0.570642
45,5,0.583912
45,6,0.59636
45,7,0.60798
45,8,0.618767
45,9,0.628713
45,10,0.637813
45,11,0.646058
45,12,0.653443
45,13,0.659958
45,14,0.665598
45,15,0.670355
45,16,0.674223
45,17,0.677198
45,18,0.549439
45,19,0.550618
45,20,0
45,21,0
45,22,0.649538
45,23,0.656316
45,24,0.66251
45,25,0.668181
45,26,0.673392
45,27,0.678205
45,28,0.68268
45,29,0.686877
45,30,0.690855
45,31,0.694666
45,32,0.698362
45,33,0.70199
45,34,0.705591
45,35,0.709204
45,36,0.71286
45,37,0.716587
45,38,0.720406
45,39,0.724333
45,40,0.728377
45,41,0.732541
45,42,0.738192
45,43,0.747438
45,44,0.756581
45,45,0.795031
45,46,0.800065
45,47,0.805042
45,48,0.809916
45,49,0.814628
45,50,0.819109
45,51,0.823283
45,52,0.827062
45,53,0.830355
45,54,0.833065
45,55,0.836
45,56,0.839546
45,57,0.842199
45,58,0.843931
45,59,0.844736
45,60,0.844633
45,61,0.84366
45,62,0.841877
45,63,0.839359
45,64,0.836189
45,65,0.835354
45,66,0.834181
45,67,0.83269
45,68,0.83097
45,69,0.829096
45,70,0.827126
45,71,0.873085
45,72,0.872279
45,73,0.871393
45,74,0.870428
45,75,0.869379
45,76,0.86823
45,77,0.866961
45,78,0.865544
45,79,0.863945
45,80,0.862125
45,81,0.860038
45,82,0.857633
45,83,0.854856
45,84,0.851645
45,85,0.847939
45,86,0.84367
45,87,0.838772
45,88,0.833177
45,89,0.826817
45,90,0.819627
45,91,0.811542
45,92,0.741341
45,93,0.730855
45,94,0.719364
45,95,0.70685
45,96,0.693299
45,97,0.678703
45,98,0.663062
45,99,0.646376
46,0,0.507822
46,1,0.524121
46,2,0.53961
46,3,0.554287
46,4,0.56815
46,5,0.581196
46,6,0.59342
46,7,0.60482
46,8,0.61539
46,9,0.625127
46,10,0.634025
46,11,0.64208
46,12,0.649286
46,13,0.655639
46,14,0.661132
46,15,0.665763
46,16,0.669525
46,17,0.672417
46,18,0.5293
46,19,0.530429
46,20,0
46,21,0
46,22,0.630757
46,23,0.637903
46,24,0.644475
46,25,0.650531
46,26,0.656128
46,27,0.661323
46,28,0.666175
46,29,0.670737
46,30,0.675062
46,31,0.679202
46,32,0.683203
46,33,0.687108
46,34,0.690957
46,35,0.694783
46,36,0.698617
46,37,0.702484
46,38,0.706401
46,39,0.710383
46,40,0.714436
46,41,0.718561
46,42,0.72275
46,43,0.73155
46,44,0.780633
46,45,0.785322
46,46,0.78996
46,47,0.794511
46,48,0.798928
46,49,0.803158
46,50,0.807139
46,51,0.810798
46,52,0.814059
46,53,0.816839
46,54,0.819053
46,55,0.820616
46,56,0.822502
46,57,0.825105
46,58,0.826836
46,59,0.827691
46,60,0.827686
46,61,0.826854
46,62,0.825244
46,63,0.822919
46,64,0.82151
46,65,0.821179
46,66,0.820402
46,67,0.819271
46,68,0.817866
46,69,0.816256
46,70,0.814497
46,71,0.812635
46,72,0.86711
46,73,0.866353
46,74,0.865469
46,75,0.864454
46,76,0.863295
46,77,0.861974
46,78,0.860467
46,79,0.858742
46,80,0.856764
46,81,0.854493
46,82,0.851881
