i,j,value
78,36,0.718008
78,37,0.707972
78,38,0.698727
78,39,0.690279
78,40,0.682629
78,41,0.675779
78,42,0.669732
78,43,0.664488
78,44,0.660048
78,45,0.656414
78,46,0.653586
78,47,0.651565
78,48,0.65035
78,49,0.649943
78,50,0.650342
78,51,0.651549
78,52,0.653562
78,53,0.656382
78,54,0.660008
78,55,0.664439
78,56,0.669675
78,57,0.675715
78,58,0.682556
78,59,0.690198
78,60,0.698639
78,61,0.707875
78,62,0.717904
78,63,0.728721
78,64,0.740322
78,65,0.752698
78,66,0.765841
78,67,0.779739
78,68,0.794374
78,69,0.809722
78,70,0.828342
78,71,0.847772
78,72,0.866973
78,73,0.885827
78,74,0.90413
78,75,0.921497
78,76,0.937145
78,77,0.949454
78,78,0.955555
78,79,0.952967
78,80,0.942859
78,81,0.928346
78,82,0.911571
78,83,0.893598
78,84,0.874943
78,85,0.85587
78,86,0.836526
78,87,0.816996
78,88,0.797334
78,89,0.777576
78,90,0.757744
78,91,0.737856
78,92,0.717923
78,93,0.697954
78,94,0.677957
78,95,0.657935
78,96,0.637893
78,97,0.617834
78,98,0.597761
78,99,0.577676
79,0,0.599278
79,1,0.619442
79,2,0.639601
79,3,0.659756
79,4,0.679904
79,5,0.700045
79,6,0.720177
79,7,0.740299
79,8,0.760407
79,9,0.780498
79,10,0.800566
79,11,0.820604
79,12,0.840601
79,13,0.860539
79,14,0.880387
79,15,0.900095
79,16,0.919556
79,17,0.938538
79,18,0.956408
79,19,0.971032
79,20,0.975622
79,21,0.965859
79,22,0.94947
79,23,0.931028
79,24,0.911812
79,25,0.892234
79,26,0.872461
79,27,0.852572
79,28,0.832608
79,29,0.813637
79,30,0.797887
79,31,0.782921
79,32,0.768748
79,33,0.755372
79,34,0.742797
79,35,0.731027
79,36,0.720062
79,37,0.709906
79,38,0.700559
79,39,0.692022
79,40,0.684295
79,41,0.677381
79,42,0.671278
79,43,0.665988
79,44,0.661511
79,45,0.657846
79,46,0.654995
79,47,0.652957
79,48,0.651733
79,49,0.651322
79,50,0.651725
79,51,0.652941
79,52,0.654971
79,53,0.657814
79,54,0.66147
79,55,0.665939
79,56,0.671221
79,57,0.677316
79,58,0.684222
79,59,0.69194
79,60,0.700469
79,61,0.709809
79,62,0.719957
79,63,0.730913
79,64,0.742676
79,65,0.755242
79,66,0.76861
79,67,0.782776
79,68,0.797733
79,69,0.813475
79,70,0.832408
79,71,0.852373
79,72,0.872263
79,73,0.892037
79,74,0.911617
79,75,0.930839
79,76,0.949293
79,77,0.965715
79,78,0.975588
79,79,0.971144
79,80,0.956576
79,81,0.938724
79,82,0.919749
79,83,0.900291
79,84,0.880585
79,85,0.860738
79,86,0.840801
79,87,0.820804
79,88,0.800766
79,89,0.780699
79,90,0.760608
79,91,0.7405
79,92,0.720379
79,93,0.700247
79,94,0.680105
79,95,0.659957
79,96,0.639803
79,97,0.619644
79,98,0.59948
79,99,0.579313
80,0,0.599982
80,1,0.620183
80,2,0.640384
80,3,0.660584
80,4,0.680785
80,5,0.700985
80,6,0.721186
80,7,0.741386
80,8,0.761585
80,9,0.781784
80,10,0.801983
80,11,0.822181
80,12,0.842377
80,13,0.862573
80,14,0.882765
80,15,0.902954
80,16,0.923136
80,17,0.943304
80,18,0.963434
80,19,0.983389
80,20,0.994427
80,21,0.975456
80,22,0.95539
80,23,0.93524
80,24,0.915065
80,25,0.894879
80,26,0.874689
80,27,0.854495
80,28,0.834299
80,29,0.815189
80,30,0.799273
80,31,0.784172
80,32,0.769887
80,33,0.756417
80,34,0.743763
80,35,0.731925
80,36,0.720904
80,37,0.710698
80,38,0.701308
80,39,0.692734
80,40,0.684977
80,41,0.678035
80,42,0.67191
80,43,0.666601
80,44,0.662108
80,45,0.658431
80,46,0.65557
80,47,0.653526
80,48,0.652297
80,49,0.651885
80,50,0.652289
80,51,0.653509
80,52,0.655546
80,53,0.658398
80,54,0.662067
80,55,0.666552
80,56,0.671853
80,57,0.67797
80,58,0.684903
80,59,0.692653
80,60,0.701218
80,61,0.7106
80,62,0.720797
80,63,0.731811
80,64,0.743641
80,65,0.756286
80,66,0.769748
80,67,0.784025
80,68,0.799118
80,69,0.815026
80,70,0.834097
80,71,0.854293
80,72,0.874487
80,73,0.894677
80,74,0.914863
80,75,0.935038
80,76,0.955189
80,77,0.975256
80,78,0.994279
80,79,0.983585
80,80,0.963635
80,81,0.943506
80,82,0.923338
80,83,0.903156
80,84,0.882967
80,85,0.862775
80,86,0.842579
80,87,0.822383
80,88,0.802185
80,89,0.781986
80,90,0.761787
80,91,0.741588
80,92,0.721388
80,93,0.701187
80,94,0.680987
80,95,0.660786
80,96,0.640586
80,97,0.620385
80,98,0.600184
80,99,0.579982
81,0,0.599665
81,1,0.61985
81,2,0.640032
81,3,0.660212
81,4,0.680389
81,5,0.700563
81,6,0.720732
81,7,0.740897
81,8,0.761055
81,9,0.781205
81,10,0.801345
81,11,0.821471
81,12,0.841577
81,13,0.861655
81,14,0.881691
81,15,0.901659
81,16,0.921508
81,17,0.941115
81,18,0.960124
81,19,0.977001
81,20,0.983145
81,21,0.970752
81,22,0.952639
81,23,0.933315
81,24,0.913588
81,25,0.893683
81,26,0.873683
81,27,0.853628
81,28,0.833537
81,29,0.81449
81,30,0.798649
81,31,0.783609
81,32,0.769375
81,33,0.755947
81,34,0.743329
81,35,0.731521
81,36,0.720526
81,37,0.710342
81,38,0.700971
81,39,0.692414
81,40,0.684671
81,41,0.677741
81,42,0.671626
81,43,0.666325
81,44,0.661839
81,45,0.658168
81,46,0.655312
81,47,0.65327
81,48,0.652044
81,49,0.651632
81,50,0.652036
81,51,0.653254
81,52,0.655287
81,53,0.658136
81,54,0.661799
81,55,0.666277
81,56,0.671569
81,57,0.677676
81,58,0.684597
81,59,0.692333
81,60,0.700882
81,61,0.710244
81,62,0.72042
81,63,0.731407
81,64,0.743207
81,65,0.755817
81,66,0.769236
81,67,0.783463
81,68,0.798495
81,69,0.814328
81,70,0.833336
81,71,0.853427
81,72,0.873483
81,73,0.893483
81,74,0.91339
81,75,0.933119
81,76,0.952449
81,77,0.970584
81,78,0.983095
81,79,0.977142
81,80,0.960308
81,81,0.941309
81,82,0.921705
81,83,0.901858
81,84,0.881891
81,85,0.861856
81,86,0.841778
81,87,0.821672
81,88,0.801546
81,89,0.781407
81,90,0.761257
81,91,0.741098
81,92,0.720934
81,93,0.700764
81,94,0.680591
81,95,0.660414
81,96,0.640234
81,97,0.620051
81,98,0.599867
81,99,0.579681
82,0,0.598332
82,1,0.618446
82,2,0.63855
82,3,0.658642
82,4,0.67872
82,5,0.698782
82,6,0.718824
82,7,0.738842
82,8,0.758828
82,9,0.778775
82,10,0.798672
82,11,0.818501
82,12,0.838237
82,13,0.857843
82,14,0.877255
82,15,0.896365
82,16,0.914969
82,17,0.932645
82,18,0.948431
82,19,0.960022
82,20,0.963212
82,21,0.956128
82,22,0.942447
82,23,0.925729
82,24,0.907608
82,25,0.888768
82,26,0.869519
82,27,0.85002
82,28,0.830356
82,29,0.811561
82,30,0.796031
82,31,0.781244
82,32,0.76722
82,33,0.753968
82,34,0.741499
82,35,0.729818
82,36,0.718931
82,37,0.708841
82,38,0.69955
82,39,0.691062
82,40,0.683378
82,41,0.676499
82,42,0.670427
82,43,0.665162
82,44,0.660706
82,45,0.657058
82,46,0.65422
82,47,0.652191
82,48,0.650972
82,49,0.650563
82,50,0.650964
82,51,0.652175
82,52,0.654195
82,53,0.657026
82,54,0.660665
82,55,0.665114
82,56,0.67037
82,57,0.676434
82,58,0.683305
82,59,0.690981
82,60,0.699461
82,61,0.708744
82,62,0.718826
82,63,0.729706
82,64,0.741378
82,65,0.75384
82,66,0.767083
82,67,0.7811
82,68,0.795879
82,69,0.811402
82,70,0.830159
82,71,0.849824
82,72,0.869325
82,73,0.888577
82,74,0.907422
82,75,0.925553
82,76,0.942291
82,77,0.956016
82,78,0.963189
82,79,0.960103
82,80,0.948573
82,81,0.932814
82,82,0.915151
82,83,0.896554
82,84,0.877448
82,85,0.858038
82,86,0.838434
82,87,0.818699
82,88,0.79887
82,89,0.778975
82,90,0.759028
82,91,0.739042
82,92,0.719025
82,93,0.698983
82,94,0.678921
82,95,0.658843
82,96,0.638751
82,97,0.618647
82,98,0.598533
82,99,0.578411
83,0,0.595992
83,1,0.615983
83,2,0.635951
83,3,0.655891
83,4,0.675799
83,5,0.695669
83,6,0.715491
83,7,0.735256
83,8,0.75495
83,9,0.774554
83,10,0.794042
83,11,0.813379
83,12,0.832511
83,13,0.851359
83,14,0.869801
83,15,0.887636
83,16,0.904523
83,17,0.919861
83,18,0.932584
83,19,0.940977
83,20,0.943089
83,21,0.938273
83,22,0.927904
83,23,0.913967
83,24,0.897913
83,25,0.880592
83,26,0.862484
83,27,0.84386
83,28,0.824887
83,29,0.806489
83,30,0.79148
83,31,0.777123
83,32,0.763456
83,33,0.750506
83,34,0.738293
83,35,0.726831
83,36,0.716131
83,37,0.706203
83,38,0.697052
83,39,0.688683
83,40,0.681102
83,41,0.674312
83,42,0.668315
83,43,0.663113
83,44,0.658708
83,45,0.655101
83,46,0.652294
83,47,0.650288
83,48,0.649082
83,49,0.648677
83,50,0.649074
83,51,0.650272
83,52,0.65227
83,53,0.655069
83,54,0.658668
83,55,0.663065
83,56,0.668259
83,57,0.674248
83,58,0.681031
83,59,0.688604
83,60,0.696964
83,61,0.706107
83,62,0.716028
83,63,0.72672
83,64,0.738175
83,65,0.750381
83,66,0.763323
83,67,0.776983
83,68,0.791333
83,69,0.806336
83,70,0.824696
83,71,0.843672
83,72,0.8623
83,73,0.880415
83,74,0.897745
83,75,0.913815
83,76,0.927779
83,77,0.938193
83,78,0.943074
83,79,0.941032
83,80,0.932693
83,81,0.920004
83,82,0.904685
83,83,0.88781
83,84,0.869983
83,85,0.851546
83,86,0.832701
83,87,0.813571
83,88,0.794236
83,89,0.77475
83,90,0.755147
83,91,0.735454
83,92,0.715689
83,93,0.695867
83,94,0.675998
83,95,0.656091
83,96,0.63615
83,97,0.616183
83,98,0.596192
83,99,0.576181
84,0,0.592662
84,1,0.612481
84,2,0.632259
84,3,0.651988
84,4,0.671659
84,5,0.691262
84,6,0.710782
84,7,0.730202
84,8,0.749498
84,9,0.76864
84,10,0.787585
84,11,0.806275
84,12,0.824631
84,13,0.842533
84,14,0.859809
84,15,0.876196
84,16,0.891291
84,17,0.90448
84,18,0.914873
84,19,0.921352
84,20,0.922924
84,21,0.919303
84,22,0.91112
84,23,0.899484
84,24,0.885442
84,25,0.86977
84,26,0.852988
84,27,0.835436
84,28,0.817335
84,29,0.799414
84,30,0.785098
84,31,0.771319
84,32,0.75814
84,33,0.745603
84,34,0.733743
84,35,0.722584
84,36,0.712146
84,37,0.702443
84,38,0.693487
84,39,0.685287
84,40,0.677851
84,41,0.671184
84,42,0.665292
84,43,0.660179
84,44,0.655847
84,45,0.652299
84,46,0.649536
84,47,0.647561
84,48,0.646374
84,49,0.645976
84,50,0.646366
84,51,0.647545
84,52,0.649513
84,53,0.652267
84,54,0.655808
84,55,0.660132
84,56,0.665237
84,57,0.671122
84,58,0.67778
84,59,0.685209
84,60,0.693401
84,61,0.702349
84,62,0.712045
84,63,0.722476
84,64,0.733628
84,65,0.745481
84,66,0.758011
84,67,0.771185
84,68,0.784957
84,69,0.799268
84,70,0.817152
84,71,0.835257
84,72,0.852816
84,73,0.869607
84,74,0.885292
84,75,0.899354
84,76,0.911019
84,77,0.919242
84,78,0.922913
84,79,0.921393
84,80,0.914959
84,81,0.9046
84,82,0.891434
84,83,0.876354
84,84,0.859978
84,85,0.842709
84,86,0.824812
84,87,0.806461
84,88,0.787773
84,89,0.76883
84,90,0.74969
84,91,0.730396
84,92,0.710977
84,93,0.691457
84,94,0.671855
84,95,0.652185
84,96,0.632456
84,97,0.612679
84,98,0.59286
84,99,0.573005
85,0,0.588366
85,1,0.607968
85,2,0.627506
85,3,0.646969
85,4,0.666345
85,5,0.685616
85,6,0.704763
85,7,0.723759
85,8,0.742572
85,9,0.761158
85,10,0.779459
85,11,0.797399
85,12,0.814872
85,13,0.831733
85,14,0.847778
85,15,0.862721
85,16,0.876163
85,17,0.887563
85,18,0.896247
85,19,0.901493
85,20,0.902744
85,21,0.89985
85,22,0.893147
85,23,0.883289
85,24,0.870998
85,25,0.856899
85,26,0.841474
85,27,0.825073
85,28,0.807947
85,29,0.790507
85,30,0.777013
85,31,0.76393
85,32,0.751344
85,33,0.739315
85,34,0.727892
85,35,0.717111
85,36,0.707
85,37,0.697581
85,38,0.688871
85,39,0.680884
85,40,0.673632
85,41,0.667123
85,42,0.661366
85,43,0.656365
85,44,0.652126
85,45,0.648652
85,46,0.645946
85,47,0.644011
85,48,0.642848
85,49,0.642458
85,50,0.64284
85,51,0.643996
85,52,0.645923
85,53,0.648621
85,54,0.652087
85,55,0.656319
85,56,0.661312
85,57,0.667062
85,58,0.673563
85,59,0.680808
85,60,0.688787
85,61,0.69749
85,62,0.706902
85,63,0.717007
85,64,0.727781
85,65,0.739198
85,66,0.75122
85,67,0.763802
85,68,0.77688
85,69,0.790371
85,70,0.807772
85,71,0.824905
85,72,0.841314
85,73,0.85675
85,74,0.870865
85,75,0.883177
85,76,0.893062
85,77,0.899801
85,78,0.902736
85,79,0.901526
85,80,0.896318
85,81,0.887665
85,82,0.876288
85,83,0.862864
85,84,0.847933
85,85,0.831898
85,86,0.815044
85,87,0.797576
85,88,0.77964
85,89,0.761342
85,90,0.742759
85,91,0.723948
85,92,0.704954
85,93,0.685808
85,94,0.666538
85,95,0.647164
85,96,0.627701
85,97,0.608164
85,98,0.588563
85,99,0.568906
86,0,0.583135
86,1,0.602479
86,2,0.621733
86,3,0.640883
86,4,0.659912
86,5,0.678797
86,6,0.697512
86,7,0.716022
86,8,0.734287
86,9,0.75225
86,10,0.769842
86,11,0.786971
86,12,0.803514
86,13,0.819312
86,14,0.834151
86,15,0.847751
86,16,0.859751
86,17,0.869707
86,18,0.877122
86,19,0.881519
86,20,0
86,21,0
86,22,0.874493
86,23,0.866001
86,24,0.85517
86,25,0.842481
86,26,0.828347
86,27,0.813095
86,28,0.796976
86,29,0.780182
86,30,0.767364
86,31,0.755063
86,32,0.743151
86,33,0.731707
86,34,0.720792
86,35,0.710452
86,36,0.700725
86,37,0.691641
86,38,0.683222
86,39,0.675489
86,40,0.668456
86,41,0.662136
86,42,0.65654
86,43,0.651674
86,44,0.647547
86,45,0.644162
86,46,0.641525
86,47,0.639639
86,48,0.638504
86,49,0.638123
86,50,0.638497
86,51,0.639624
86,52,0.641503
86,53,0.644132
86,54,0.647509
86,55,0.651629
86,56,0.656487
86,57,0.662077
86,58,0.668389
86,59,0.675415
86,60,0
86,61,0.633045
86,62,0.652126
86,63,0.671073
86,64,0.689861
86,65,0.731596
86,66,0.743035
86,67,0.754942
86,68,0.76724
86,69,0.780011
86,70,0.796811
86,71,0.812937
86,72,0.828199
86,73,0.842346
86,74,0.855051
86,75,0.865903
86,76,0.874422
86,77,0.880108
86,78,0.88255
86,79,0.881546
86,80,0.877182
86,81,0.869795
86,82,0.859861
86,83,0.84788
86,84,0.834294
86,85,0.819466
86,86,0.803676
86,87,0.787139
86,88,0.770016
86,89,0.752428
86,90,0.734468
86,91,0.716206
86,92,0.697698
86,93,0.678985
86,94,0.660101
86,95,0.641074
86,96,0.621925
86,97,0.602672
86,98,0.583329
86,99,0.563908
87,0,0.577002
87,1,0.596052
87,2,0.614985
87,3,0.633782
87,4,0.652422
87,5,0.670877
87,6,0.689115
87,7,0.707094
87,8,0.724766
87,9,0.742065
87,10,0.758913
87,11,0.775207
87,12,0.790818
87,13,0.805581
87,14,0.819289
87,15,0.831684
87,16,0.842455
87,17,0.851249
87,18,0.8577
87,19,0.861478
87,20,0
87,21,0
87,22,0.855423
87,23,0.847993
87,24,0.838363
87,25,0.826903
87,26,0.813948
87,27,0.79979
87,28,0.784665
87,29,0.768763
87,30,0.756295
87,31,0.744831
87,32,0.733652
87,33,0.72285
87,34,0.712497
87,35,0.70265
87,36,0.693356
87,37,0.68465
87,38,0.676563
87,39,0.669119
87,40,0.662337
87,41,0.656233
87,42,0.650822
87,43,0.646112
87,44,0.642113
87,45,0.638832
87,46,0.636274
87,47,0.634444
87,48,0.633343
87,49,0.632973
87,50,0.633335
87,51,0.634429
87,52,0.636253
87,53,0.638803
87,54,0.642077
87,55,0.646069
87,56,0.255859
87,57,0.235996
87,58,0.216116
87,59,0.196219
87,60,0
87,61,0.626093
87,62,0.6448
87,63,0.663335
87,64,0.681666
87,65,0.699757
87,66,0.717561
87,67,0.735022
87,68,0.752066
87,69,0.768601
87,70,0.784509
87,71,0.799643
87,72,0.813812
87,73,0.82678
87,74,0.838257
87,75,0.847907
87,76,0.855361
87,77,0.860269
87,78,0.862359
87,79,0.861502
87,80,0.857751
87,81,0.851326
87,82,0.842554
87,83,0.8318
87,84,0.81942
87,85,0.805724
87,86,0.79097
87,87,0.775366
87,88,0.759079
87,89,0.742236
87,90,0.724941
87,91,0.707273
87,92,0.689296
87,93,0.67106
87,94,0.652607
87,95,0.63397
87,96,0.615174
87,97,0.596242
87,98,0.577193
87,99,0.558042
88,0,0.570007
88,1,0.588733
88,2,0.607313
88,3,0.625725
88,4,0.643942
88,5,0.661934
88,6,0.679662
88,7,0.69708
88,8,0.714132
88,9,0.730747
88,10,0.74684
88,11,0.762305
88,12,0.777011
88,13,0.790798
88,14,0.803473
88,15,0.814806
88,16,0.824537
88,17,0.832389
88,18,0.838086
88,19,0.841397
88,20,0
88,21,0
88,22,0.836082
88,23,0.829492
88,24,0.820855
88,25,0.810449
88,26,0.79855
88,27,0.785405
88,28,0.77123
88,29,0.756202
88,30,0.74394
88,31,0.733344
88,32,0.722935
88,33,0.712815
88,34,0.703066
88,35,0.693752
88,36,0.684929
88,37,0.676638
88,38,0.668916
88,39,0.661791
88,40,0.655287
88,41,0.649425
88,42,0.644219
88,43,0.639684
88,44,0.635829
88,45,0.632664
88,46,0.630195
88,47,0.628427
88,48,0.627363
88,49,0.627006
88,50,0.627356
88,51,0.628413
88,52,0.330634
88,53,0.310985
88,54,0.291305
88,55,0.271596
88,56,0.25186
88,57,0.232101
88,58,0.212319
88,59,0.192516
88,60,0
88,61,0.618198
88,62,0.636498
88,63,0.654587
88,64,0.672428
88,65,0.689979
88,66,0.707189
88,67,0.723993
88,68,0.740312
88,69,0.756048
88,70,0.771083
88,71,0.785268
88,72,0.798425
88,73,0.810337
88,74,0.820759
88,75,0.829415
88,76,0.836027
88,77,0.84034
88,78,0.842165
88,79,0.841417
88,80,0.838131
88,81,0.832457
88,82,0.824626
88,83,0.814911
88,84,0.803593
88,85,0.790931
88,86,0.777154
88,87,0.762456
88,88,0.746998
88,89,0.730911
88,90,0.7143
88,91,0.697253
88,92,0.679838
88,93,0.662112
88,94,0.644123
88,95,0.625908
88,96,0.607498
88,97,0.58892
88,98,0.570195
88,99,0.551342
89,0,0.562191
89,1,0.580568
89,2,0.598769
89,3,0.61677
89,4,0.634541
89,5,0.652046
89,6,0.669244
89,7,0.686084
89,8,0.702504
89,9,0.718433
89,10,0.733781
89,11,0.748441
89,12,0.762288
89,13,0.77517
89,14,0.786913
89,15,0.797318
89,16,0.80617
89,17,0.813248
89,18,0.818343
89,19,0.821288
89,20,0
89,21,0
89,22,0.816555
89,23,0.810643
89,24,0.80283
89,25,0.79333
89,26,0.782365
89,27,0.770144
89,28,0.756856
89,29,0.742667
89,30,0.730422
89,31,0.720704
89,32,0.711085
89,33,0.701672
89,34,0.692555
89,35,0.683805
89,36,0.675481
89,37,0.667634
89,38,0.660304
89,39,0.653524
89,40,0.647322
89,41,0.641721
89,42,0.63674
89,43,0.632395
89,44,0.628698
89,45,0.62566
89,46,0.623288
89,47,0.4224
89,48,0.403149
89,49,0.383836
89,50,0.364469
89,51,0.345051
89,52,0.325586
89,53,0.30608
89,54,0.286535
89,55,0.266954
89,56,0.247341
89,57,0.227697
89,58,0.208025
89,59,0.188327
89,60,0
89,61,0.609416
89,62,0.627285
89,63,0.644904
89,64,0.662233
89,65,0.679226
89,66,0.695827
89,67,0.711967
89,68,0.727565
89,69,0.742521
89,70,0.756718
89,71,0.770016
89,72,0.782249
89,73,0.793227
89,74,0.802743
89,75,0.810574
89,76,0.816506
89,77,0.820349
89,78,0.82197
89,79,0.821306
89,80,0.818384
89,81,0.813309
89,82,0.80625
89,83,0.797415
89,84,0.787024
89,85,0.775294
89,86,0.762422
89,87,0.748584
89,88,0.733931
89,89,0.718589
89,90,0.702666
89,91,0.68625
89,92,0.669414
89,93,0.65222
89,94,0.634717
89,95,0.616949
89,96,0.59895
89,97,0.580751
89,98,0.562375
89,99,0.543846
90,0,0.553597
90,1,0.571605
90,2,0.589409
90,3,0.606981
90,4,0.624288
90,5,0.641293
90,6,0.657949
90,7,0.674205
90,8,0.689995
90,9,0.705247
90,10,0.719871
90,11,0.733765
90,12,0.746808
90,13,0.758862
90,14,0.769771
90,15,0.779366
90,16,0.787469
90,17,0.793904
90,18,0.79851
90,19,0.80116
90,20,0
90,21,0
90,22,0.796896
90,23,0.791541
90,24,0.784419
90,25,0.775697
90,26,0.765555
90,27,0.754169
90,28,0.741701
90,29,0.728303
90,30,0.715848
90,31,0.707003
90,32,0.69818
90,33,0.689487
90,34,0.681019
90,35,0.672852
90,36,0.66505
90,37,0.657669
90,38,0.650752
90,39,0.644337
90,40,0.638455
90,41,0.633133
90,42,0.628393
90,43,0.491135
90,44,0.47247
90,45,0.453695
90,46,0.434821
90,47,0.415859
90,48,0.396816
90,49,0.3777
90,50,0.358518
90,51,0.339275
90,52,0.319976
90,53,0.300626
90,54,0.281229
90,55,0.261789
90,56,0.242309
90,57,0.222793
90,58,0.203242
90,59,0.183659
90,60,0
90,61,0.599806
90,62,0.617226
90,63,0.63436
90,64,0.651165
90,65,0.667592
90,66,0.683582
90,67,0.699064
90,68,0.713957
90,69,0.728164
90,70,0.741572
90,71,0.754049
90,72,0.765447
90,73,0.775603
90,74,0.784339
90,75,0.791478
90,76,0.796851
90,77,0.800316
90,78,0.801773
90,79,0.801177
90,80,0.798546
90,81,0.793959
90,82,0.787542
90,83,0.779455
90,84,0.769874
90,85,0.758977
90,86,0.746934
90,87,0.7339
90,88,0.720014
90,89,0.705396
90,90,0.690151
90,91,0.674365
90,92,0.658114
90,93,0.641461
90,94,0.62446
90,95,0.607155
90,96,0.589586
90,97,0.571784
90,98,0.553778
90,99,0.535591
91,0,0.544268
91,1,0.561893
91,2,0.579285
91,3,0.596416
91,4,0.613251
91,5,0.629748
91,6,0.645861
91,7,0.661536
91,8,0.676707
91,9,0.691301
91,10,0.705233
91,11,0.718404
91,12,0.730702
91,13,0.742002
91,14,0.752168
91,15,0.761055
91,16,0.768516
91,17,0.774409
91,18,0.778609
91,19,0.781019
91,20,0
91,21,0
91,22,0.777139
91,23,0.772249
91,24,0.765712
91,25,0.757663
91,26,0.748247
91,27,0.73761
91,28,0.725895
91,29,0.713234
91,30,0.70031
91,31,0.692324
91,32,0.68429
91,33,0.676321
91,34,0.668509
91,35,0.660937
91,36,0.653671
91,37,0.64677
91,38,0.640282
91,39,0.634248
91,40,0.628702
91,41,0.623673
91,42,0.619185
91,43,0.482932
91,44,0.464553
91,45,0.446046
91,46,0.427425
91,47,0.4087
91,48,0.38988
91,49,0.370975
91,50,0.351992
91,51,0.332937
91,52,0.313816
91,53,0.294635
91,54,0.275399
91,55,0.256111
91,56,0.236776
91,57,0.217398
91,58,0.197978
91,59,0.178521
91,60,0
91,61,0.589426
91,62,0.606387
91,63,0.623028
91,64,0.639305
91,65,0.655166
91,66,0.670552
91,67,0.685393
91,68,0.699607
91,69,0.713103
91,70,0.725773
91,71,0.737498
91,72,0.748146
91,73,0.757576
91,74,0.765639
91,75,0.772191
91,76,0.777099
91,77,0.780252
91,78,0.781575
91,79,0.781034
91,80,0.778642
91,81,0.77446
91,82,0.768583
91,83,0.761137
91,84,0.752263
91,85,0.742109
91,86,0.73082
91,87,0.718531
91,88,0.705369
91,89,0.691444
91,90,0.676856
91,91,0.66169
91,92,0.64602
91,93,0.629911
91,94,0.613417
91,95,0.596586
91,96,0.579458
91,97,0.562068
91,98,0.544445
91,99,0.526617
92,0,0.53425
92,1,0.551481
92,2,0.568453
92,3,0.585137
92,4,0.601494
92,5,0.617484
92,6,0.633059
92,7,0.648162
92,8,0.662731
92,9,0.676694
92,10,0.689969
92,11,0.702463
92,12,0.714075
92,13,0.724692
92,14,0.734195
92,15,0.742461
92,16,0.749368
92,17,0.7548
92,18,0.758659
92,19,0.760867
92,20,0
92,21,0
92,22,0.75731
92,23,0.752811
92,24,0.746776
92,25,0.739311
92,26,0.730535
92,27,0.720572
92,28,0.709543
92,29,0.697565
92,30,0.684747
92,31,0.676735
92,32,0.669479
92,33,0.662226
92,34,0.655071
92,35,0.611135
92,36,0.594993
92,37,0.5785
92,38,0.561697
92,39,0.544618
92,40,0.527292
92,41,0.509746
92,42,0.492002
92,43,0.474081
92,44,0.456
92,45,0.437775
92,46,0.419419
92,47,0.400944
92,48,0.382361
92,49,0.363679
92,50,0.344907
92,51,0.326053
92,52,0.307122
92,53,0.288121
92,54,0.269056
92,55,0.249932
92,56,0.230752
92,57,0.211522
92,58,0.192243
92,59,0.172921
92,60,0
92,61,0.578334
92,62,0.59483
92,63,0.610976
92,64,0.626727
92,65,0.642031
92,66,0.656827
92,67,0.671048
92,68,0.684615
92,69,0.697441
92,70,0.709428
92,71,0.720466
92,72,0.730441
92,73,0.739229
92,74,0.746708
92,75,0.752758
92,76,0.757273
92,77,0.760165
92,78,0.761376
92,79,0.760881
92,80,0.758689
92,81,0.754847
92,82,0.74943
92,83,0.742537
92,84,0.734284
92,85,0.724792
92,86,0.714186
92,87,0.702584
92,88,0.690098
92,89,0.676831
92,90,0.662874
92,91,0.648311
92,92,0.633212
92,93,0.617642
92,94,0.601656
92,95,0.585302
92,96,0.568622
92,97,0.551652
92,98,0.534423
92,99,0.516965
93,0,0.523585
93,1,0.540416
93,2,0.556965
93,3,0.573199
93,4,0.589081
93,5,0.604568
93,6,0.619614
93,7,0.634161
93,8,0.648151
93,9,0.661511
93,10,0.674167
93,11,0.686032
93,12,0.697013
93,13,0.707011
93,14,0.715922
93,15,0.723641
93,16,0.730066
93,17,0.735102
93,18,0.73867
93,19,0.740708
93,20,0
93,21,0
93,22,0.737423
93,23,0.73326
93,24,0.727657
93,25,0.720703
93,26,0.712495
93,27,0.703136
93,28,0.692733
93,29,0.681386
93,30,0.669195
93,31,0.656247
93,32,0.642626
93,33,0.628406
93,34,0.613652
93,35,0.598424
93,36,0.582773
93,37,0.566745
93,38,0.550381
93,39,0.533716
93,40,0.51678
93,41,0.499603
93,42,0.482207
93,43,0.464614
93,44,0.446842
93,45,0.428909
93,46,0.410829
93,47,0.392616
93,48,0.37428
93,49,0.355832
93,50,0.337283
93,51,0.318639
93,52,0.299909
93,53,0.281099
93,54,0.262215
93,55,0.243263
93,56,0.224249
93,57,0.205175
93,58,0.186048
93,59,0.166869
93,60,0
93,61,0.566583
93,62,0.582614
93,63,0.598269
93,64,0.613502
93,65,0.628261
93,66,0.642487
93,67,0.656114
93,68,0.669069
93,69,0.681269
93,70,0.692624
93,71,0.703037
93,72,0.712407
93,73,0.720627
93,74,0.727594
93,75,0.733211
93,76,0.737389
93,77,0.74006
93,78,0.741177
93,79,0.74072
93,80,0.738698
93,81,0.735145
93,82,0.730123
93,83,0.723712
93,84,0.716005
93,85,0.707105
93,86,0.697118
93,87,0.686146
93,88,0.67429
93,89,0.661642
93,90,0.648287
93,91,0.634304
93,92,0.619762
93,93,0.604721
93,94,0.589238
93,95,0.573359
93,96,0.557128
93,97,0.540583
93,98,0.523755
